id,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,evenness,celaantal,gini_thas,gini_wittebolle,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,count,pathogen,dilution,CFU
53,1666.666667,16666.66667,166666.6667,16666.66667,16666.66667,1666.666667,1666.666667,8333.333333,833.3333333,16666.66667,0.533044063,247500,0.633914907,0.697306397,166.6666667,166.6666667,166.6666667,166.6666667,166.6666667,166.6666667,166.6666667,83.33333333,83.33333333,166.6666667,10000,100000,1000000,100000,100000,10000,10000,100000,10000,100000,5,LMG7866,0.00001,50000000
54,937.5,9375,93750,18750,187500,1875,1875,1875,1875,937.5,0.476670567,318750,0.694652406,0.764117647,93.75,93.75,93.75,187.5,187.5,187.5,187.5,187.5,187.5,93.75,10000,100000,1000000,100000,1000000,10000,10000,10000,10000,10000,4,LMG7866,0.00001,40000000
55,2000,1000,2000,100000,1000,10000,200000,10000,20000,2000,0.507002293,348000,0.68077325,0.748850575,200,100,200,100,100,100,200,100,200,200,10000,10000,10000,1000000,10000,100000,1000000,100000,100000,10000,11,LMG7866,0.00001,110000000
56,1071.428571,1071.428571,107142.8571,10714.28571,2142.857143,10714.28571,2142.857143,21428.57143,214285.7143,10714.28571,0.536195169,381428.5714,0.663432074,0.729775281,107.1428571,107.1428571,107.1428571,107.1428571,214.2857143,107.1428571,214.2857143,214.2857143,214.2857143,107.1428571,10000,10000,1000000,100000,10000,100000,10000,100000,1000000,100000,11,LMG7866,0.00001,110000000
57,1764.705882,1764.705882,1764.705882,1764.705882,176470.5882,88235.29412,176470.5882,8823.529412,1764.705882,882.3529412,0.541363063,459705.8824,0.64404118,0.708445298,176.4705882,176.4705882,176.4705882,176.4705882,176.4705882,88.23529412,176.4705882,88.23529412,176.4705882,88.23529412,10000,10000,10000,10000,1000000,1000000,1000000,100000,10000,10000,11,LMG7866,0.00001,110000000
58,1764.705882,17647.05882,17647.05882,1764.705882,88235.29412,882.3529412,176470.5882,1764.705882,882.3529412,1764.705882,0.502195362,308823.5294,0.682597403,0.750857143,176.4705882,176.4705882,176.4705882,176.4705882,88.23529412,88.23529412,176.4705882,176.4705882,88.23529412,176.4705882,10000,100000,100000,10000,1000000,10000,1000000,10000,10000,10000,6,LMG7866,0.00001,60000000
59,2000,200000,1000,1000,20000,2000,100000,2000,1000,10000,0.471105955,339000,0.698042371,0.767846608,200,200,100,100,200,200,100,200,100,100,10000,1000000,10000,10000,100000,10000,1000000,10000,10000,100000,7,LMG7866,0.00001,70000000
60,8823.529412,17647.05882,1764.705882,17647.05882,176470.5882,88235.29412,1764.705882,1764.705882,1764.705882,882.3529412,0.536555621,316764.7059,0.665738162,0.732311978,88.23529412,176.4705882,176.4705882,176.4705882,176.4705882,88.23529412,176.4705882,176.4705882,176.4705882,88.23529412,100000,100000,10000,100000,1000000,1000000,10000,10000,10000,10000,13,LMG7866,0.00001,130000000
61,100000,100000,200000,200000,100000,200000,200000,1000000,200000,100000,0.83811541,2400000,0.363636364,0.4,100,100,200,200,100,200,200,100,200,100,1000000,1000000,1000000,1000000,1000000,1000000,1000000,10000000,1000000,1000000,4,LMG7866,0.00001,40000000
62,200000,100000,100000,200000,100000,100000,200000,200000,200000,1000000,0.83811541,2400000,0.363636364,0.4,200,100,100,200,100,100,200,200,200,100,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,10000000,5,LMG7866,0.00001,50000000
63,17647.05882,882352.9412,176470.5882,176470.5882,176470.5882,176470.5882,176470.5882,88235.29412,176470.5882,88235.29412,0.827097765,2135294.118,0.376408715,0.414049587,176.4705882,88.23529412,176.4705882,176.4705882,176.4705882,176.4705882,176.4705882,88.23529412,176.4705882,88.23529412,100000,10000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,0,LMG7866,0.00001,0
64,176470.5882,176470.5882,88235.29412,882352.9412,176470.5882,88235.29412,176470.5882,17647.05882,176470.5882,176470.5882,0.827097765,2135294.118,0.376408715,0.414049587,176.4705882,176.4705882,88.23529412,88.23529412,176.4705882,88.23529412,176.4705882,176.4705882,176.4705882,176.4705882,1000000,1000000,1000000,10000000,1000000,1000000,1000000,100000,1000000,1000000,0,LMG7866,0.00001,0
65,214285.7143,107142.8571,107142.8571,214285.7143,107142.8571,107142.8571,1071428.571,214285.7143,214285.7143,107142.8571,0.822239142,2464285.714,0.383399209,0.42173913,214.2857143,107.1428571,107.1428571,214.2857143,107.1428571,107.1428571,107.1428571,214.2857143,214.2857143,107.1428571,1000000,1000000,1000000,1000000,1000000,1000000,10000000,1000000,1000000,1000000,3,LMG7866,0.00001,30000000
66,157894.7368,157894.7368,157894.7368,157894.7368,15789.47368,789473.6842,157894.7368,157894.7368,15789.47368,157894.7368,0.816290157,1926315.789,0.375558867,0.413114754,157.8947368,157.8947368,157.8947368,157.8947368,157.8947368,78.94736842,157.8947368,157.8947368,157.8947368,157.8947368,1000000,1000000,1000000,1000000,100000,10000000,1000000,1000000,100000,1000000,0,LMG7866,0.00001,0
67,187500,93750,93750,187500,187500,937.5,187500,937500,187500,187500,0.814279709,2250937.5,0.385861951,0.424448147,187.5,93.75,93.75,187.5,187.5,93.75,187.5,93.75,187.5,187.5,1000000,1000000,1000000,1000000,1000000,10000,1000000,10000000,1000000,1000000,0,LMG7866,0.00001,0
68,93750,937500,187500,187500,187500,93750,187500,187500,937.5,187500,0.814279709,2250937.5,0.385861951,0.424448147,93.75,93.75,187.5,187.5,187.5,93.75,187.5,187.5,93.75,187.5,1000000,10000000,1000000,1000000,1000000,1000000,1000000,1000000,10000,1000000,0,LMG7866,0.00001,0
69,187500,937500,187500,93750,937.5,187500,187500,93750,187500,187500,0.814279709,2250937.5,0.385861951,0.424448147,187.5,93.75,187.5,93.75,93.75,187.5,187.5,93.75,187.5,187.5,1000000,10000000,1000000,1000000,10000,1000000,1000000,1000000,1000000,1000000,1,LMG7866,0.00001,10000000
70,18750,93750,187500,187500,187500,187500,187500,93750,937500,93750,0.810724797,2175000,0.404388715,0.444827586,187.5,93.75,187.5,187.5,187.5,187.5,187.5,93.75,93.75,93.75,100000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,10000000,1000000,2,LMG7866,0.00001,20000000
71,187500,187500,187500,187500,937500,187500,18750,93750,93750,93750,0.810724797,2175000,0.404388715,0.444827586,187.5,187.5,187.5,187.5,93.75,187.5,187.5,93.75,93.75,93.75,1000000,1000000,1000000,1000000,10000000,1000000,100000,1000000,1000000,1000000,2,LMG7866,0.00001,20000000
72,187500,93750,187500,18750,187500,937500,187500,93750,187500,93750,0.810724797,2175000,0.404388715,0.444827586,187.5,93.75,187.5,187.5,187.5,93.75,187.5,93.75,187.5,93.75,1000000,1000000,1000000,100000,1000000,10000000,1000000,1000000,1000000,1000000,0,LMG7866,0.00001,0
73,937500,187500,93750,187500,93750,93750,18750,187500,187500,187500,0.810724797,2175000,0.404388715,0.444827586,93.75,187.5,93.75,187.5,93.75,93.75,187.5,187.5,187.5,187.5,10000000,1000000,1000000,1000000,1000000,1000000,100000,1000000,1000000,1000000,0,LMG7866,0.00001,0
74,93750,93750,187500,187500,187500,187500,187500,93750,937500,18750,0.810724797,2175000,0.404388715,0.444827586,93.75,93.75,187.5,187.5,187.5,187.5,187.5,93.75,93.75,187.5,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,10000000,100000,3,LMG7866,0.00001,30000000
75,18750,187500,187500,93750,187500,187500,93750,93750,187500,937500,0.810724797,2175000,0.404388715,0.444827586,187.5,187.5,187.5,93.75,187.5,187.5,93.75,93.75,187.5,93.75,100000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,10000000,9,LMG7866,0.00001,90000000
76,166666.6667,833333.3333,166666.6667,166666.6667,16666.66667,166666.6667,166666.6667,166666.6667,8333.333333,166666.6667,0.810518786,2025000,0.38047138,0.418518519,166.6666667,83.33333333,166.6666667,166.6666667,166.6666667,166.6666667,166.6666667,166.6666667,83.33333333,166.6666667,1000000,10000000,1000000,1000000,100000,1000000,1000000,1000000,100000,1000000,2,LMG7866,0.00001,20000000
77,157894.7368,157894.7368,157894.7368,78947.36842,157894.7368,157894.7368,157894.7368,157894.7368,157894.7368,157894.7368,0.993567289,1500000,0.043062201,0.047368421,157.8947368,157.8947368,157.8947368,78.94736842,157.8947368,157.8947368,157.8947368,157.8947368,157.8947368,157.8947368,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1,LMG7866,0.00001,10000000
78,166666.6667,166666.6667,83333.33333,166666.6667,166666.6667,166666.6667,166666.6667,166666.6667,83333.33333,16666.66667,0.957994895,1350000,0.158249158,0.174074074,166.6666667,166.6666667,83.33333333,166.6666667,166.6666667,166.6666667,166.6666667,166.6666667,83.33333333,166.6666667,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,100000,3,LMG7866,0.00001,30000000
79,83333.33333,166666.6667,166666.6667,166666.6667,166666.6667,83333.33333,166666.6667,166666.6667,166666.6667,16666.66667,0.957994895,1350000,0.158249158,0.174074074,83.33333333,166.6666667,166.6666667,166.6666667,166.6666667,83.33333333,166.6666667,166.6666667,166.6666667,166.6666667,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,100000,3,LMG7866,0.00001,30000000
80,115384.6154,230769.2308,115384.6154,115384.6154,230769.2308,115384.6154,115384.6154,115384.6154,115384.6154,23076.92308,0.954188917,1292307.692,0.188311688,0.207142857,115.3846154,230.7692308,115.3846154,115.3846154,230.7692308,115.3846154,115.3846154,115.3846154,115.3846154,230.7692308,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,100000,1,LMG7866,0.00001,10000000
