,Staphylococcus aureus subsp. aureus MRSA252,Streptococcus pyogenes MGAS9429,Staphylococcus aureus subsp. aureus MRSA252,Helicobacter acinonychis str. Sheeba,Vibrio cholerae O1 biovar El Tor str. N16961,Mycobacterium tuberculosis SUMu007,Janibacter sp. HTCC2649,Janibacter sp. HTCC2649,Alicycliphilus denitrificans BC,Escherichia coli SE15,Streptococcus pneumoniae CDC1873-00,Streptococcus pneumoniae CDC1873-00,Mycobacterium smegmatis str. MC2 155,Bacteroides sp. 2_2_4,Bacillus mycoides DSM 2048,Myxococcus xanthus DK 1622,Roseburia intestinalis L1-82,Escherichia sp. 3_2_53FAA,Streptococcus pneumoniae P1031,Bacillus cereus Rock4-2,Helicobacter pylori J99,Roseobacter sp. AzwK-3b,Helicobacter pylori J99,Subdoligranulum variabile DSM 15176,Enterococcus faecalis T1,Borrelia hermsii DAH,Borrelia hermsii DAH,Sphingomonas sp. SKA58,Prochlorococcus marinus str. MIT 9312,Prochlorococcus marinus str. MIT 9312,Acinetobacter baumannii ATCC 17978,Acinetobacter baumannii ATCC 17978,Comamonas testosteroni KF-1,Thiomonas intermedia K12,Thiomonas intermedia K12,Enterococcus faecium E1162,Phaeobacter gallaeciensis BS107,Lactobacillus paracasei subsp. paracasei 8700:2,Streptococcus pneumoniae ATCC 700669,Clostridium perfringens E str. JGS1987,Kangiella koreensis DSM 16069,Agrobacterium radiobacter K84,Escherichia coli O157:H7,Janthinobacterium sp. Marseille,Janthinobacterium sp. Marseille,Francisella tularensis subsp. tularensis SCHU S4,Bacillus cereus F65185,Geobacter lovleyi SZ,Streptococcus pneumoniae 23F,Providencia alcalifaciens DSM 30120,Streptococcus salivarius SK126,Streptococcus sp. oral taxon 071 str. 73H25AP,Acinetobacter sp. 6013150,Alicycliphilus denitrificans BC,Brucella abortus bv. 1 str. 9-941,Brucella abortus biovar 1 str. 9-941,Escherichia coli 042,Escherichia coli 042,Staphylococcus epidermidis SK135,Dehalococcoides sp. CBDB1,Borrelia burgdorferi 72a,Salmonella typhimurium LT2,Porphyromonas endodontalis ATCC 35406,Haemophilus influenzae Rd KW20,Haemophilus influenzae Rd KW20,Lactobacillus jensenii 27-2-CHN,Enterococcus faecium TX0133C,Dehalococcoides sp. BAV1,Sphingopyxis alaskensis RB2256,Rhodococcus erythropolis SK121,Roseovarius nubinhibens ISM,Meiothermus ruber DSM 1279,Meiothermus ruber DSM 1279,Meiothermus ruber DSM 1279,Roseovarius nubinhibens ISM,Lactobacillus vaginalis ATCC 49540,Burkholderia pseudomallei Pasteur 52237,Burkholderia pseudomallei Pasteur,Clostridium botulinum Ba4 str. 657,Lactobacillus brevis ATCC 367,Lactobacillus brevis ATCC 367,Neisseria cinerea ATCC 14685,Burkholderia pseudomallei 1655,Escherichia coli B171,Escherichia coli B171,Bacteroides sp. 3_1_40A,Mesoplasma florum L1,Mesoplasma florum L1,Lactobacillus iners ATCC 55195,Spirochaeta thermophila DSM 6192,Thermus aquaticus Y51MC23,Desulfitobacterium hafniense DCB-2,Shigella dysenteriae 1617,Desulfitobacterium hafniense DCB-2,Lactococcus lactis subsp. lactis KF147,Escherichia coli E24377A,Haemophilus influenzae 22.1-21,Pseudomonas fluorescens Pf0-1,Streptococcus pyogenes MGAS315,Streptococcus pyogenes MGAS315
Streptococcus sp. oral taxon 071 str. 73H25AP,-2485.684423692733,13141.567418419188,-2761.943360257805,-1219.4048929877954,-72.04402620755458,2255.572705373257,1700.9663023432427,416.499012821084,-1730.2209423456939,-2578.0134144441054,16409.998555772327,12026.012800269906,-1065.52415045154,-1278.3052008550922,7237.898008855917,5094.899477625182,-2766.983428124102,-677.902895357579,19381.998660618396,2651.8755443737787,-2325.7690219823257,103.40246948754913,376.0557603034038,-543.0062926432873,-4657.564803997004,1623.9925168027685,911.0057365380068,-4989.4886186895255,-237.76227720349902,690.7336226743994,977.839471316,-677.9303442691402,-5691.021750700587,-1566.628418706221,-3471.0401224168095,11.924984764340095,1038.9760232710598,-5044.339807394758,11868.020682884315,-213.57568998432347,-840.4156530415112,-1363.0047432400972,-352.89569143702363,-3625.9693830645547,-4169.430833029431,-1151.9767199458556,-16774.35666708584,-1716.5110123199395,11734.003783164238,-3205.132626045962,21433.722820172443,9448.00600101425,9447.878948445177,9447.666040181473,9460.657336257877,9461.832962068378,9447.959126912463,9448.13053347799,9449.015156077196,9499.059599115313,9466.797539066403,9448.947497441399,9449.990715595031,9448.948655153434,9447.682358662725,9469.985262405862,9449.011682829097,9497.626226380311,9450.291497885339,9447.667537345424,9449.017929408848,9449.024098871709,9453.48552063684,9450.144383415309,9448.854279627694,9449.024887798425,9447.881286141295,9447.906558249408,9447.065051139163,9453.039484108745,9453.035574040314,9454.268022510143,9447.903384317558,9448.117651006052,9448.203214554911,9449.367417678206,9448.869571880852,9468.04730585475,9468.903872258874,9448.81376839085,9453.916673555517,9448.002941563023,9448.934336955723,9451.994422774487,9461.010038881523,9448.215941616189,9448.696473411055,9447.880130167792,9450.009647084182,9450.017315798143
Acinetobacter sp. 6013150,-2491.7237238844227,13141.804892154432,-2761.2868104205436,-1219.5797775393578,-71.00525031794186,2252.997924862549,1702.9990021695091,412.98446549766464,-1732.980459362,-2514.0154959508873,16409.497662096364,12028.549836894003,-1063.9824610180196,-1278.502095663418,7241.966966814085,5098.990731478187,-2769.4052575764904,-677.0003668012433,19381.409125404545,2652.214933060164,-2326.9956910799806,103.99904108078105,446.9648300388899,-545.600710769015,-4657.380362722385,1623.994234852376,918.0189658162213,-4988.001910779454,-238.00006626841733,685.9986589553363,978.0030242147766,-679.9833943645428,-5690.000079457284,-1565.9979558734333,-3470.997284252409,13.569870430988987,1037.907490103647,-5046.700784180326,11866.328145810738,-215.58929353943157,-840.9670274304743,-1361.0103840686747,-350.9987627039318,-3628.9994256025034,-4170.003281828806,-1149.994168279172,-16705.65313354683,-1719.9859289740796,11733.680474836321,-3205.0652728531577,21426.110336342765,9447.878948445177,1327.998000503367,1327.8254634911511,1327.193528540868,1327.3798703415919,1327.920870958369,1327.9071238603076,1327.9843593729067,1325.6499206785363,1327.924979009263,1327.9379231414134,1329.0079970673148,1329.9292723246017,1330.0393967884806,1328.8761676677077,1329.7164539088537,1324.4266797738023,1327.0054002694567,1327.931450763959,1327.7434806780923,1327.9193925725913,1327.9577165259936,1327.995694827734,1327.8371389873455,1327.1646267468213,1329.3868867535718,1329.067220402346,1323.9715026835433,1328.0118434896358,1327.9902727459785,1325.12832908974,1329.060366018108,1327.9019162437748,1328.0048394206983,1327.9899671289343,1328.5138358652052,1334.2229943615484,1329.0053566093236,1328.0011008324243,1327.8761244532752,1326.9930161414513,1327.9553260188804,1327.9879851602545,1327.9946857896032,1327.9587146448712,1329.9604940033478,1327.9915210115873,1329.4096354008973,1329.037880479178
Alicycliphilus denitrificans BC,-2487.210696995148,13142.895042613718,-2763.223046476036,-1220.8444696142517,-70.00743305388481,2252.4966010400726,1701.0052858944493,412.99498745432385,-1732.9973178606654,-2506.8629398824287,16408.74876988742,12026.653515572027,-1064.0092180951287,-1278.4996537843197,7240.456239903003,5095.05970876861,-2765.882076219675,-677.9964159622963,19379.561314568,2659.4954641527797,-2327.0053629917875,105.000548690916,437.9541028237085,-544.0073792503247,-4658.73560537033,1623.991577116525,922.0136920260207,-4988.517910171424,-238.00254837014373,686.492138820013,978.9289890677245,-680.0040114724122,-5689.996591206122,-1565.9987227779638,-3471.0000371391825,14.016460635714415,1038.8327570101324,-5043.309059112669,11871.627922165111,-213.00179898234805,-840.9997819784613,-1361.0077704177622,-351.00009823150015,-3628.998778887313,-4165.501523196017,-1149.9929008691017,-16706.912257945496,-1714.4888894695093,11732.937700594828,-3204.5057146731497,21426.64878747517,9447.666040181473,1327.8254634911511,2041.999997642098,2040.12152318659,2040.0286455594837,2045.0014653289718,2045.0134487533705,2042.3518830489397,2039.9356626632725,2039.892289228389,2041.990667960256,2042.0299396412577,2045.603241577323,2044.0155494958763,2046.0019800449606,2041.0131459102274,2037.4803479857383,2041.9970186883686,2042.290298403643,2044.1307761805465,2042.0069446343823,2041.9971553247613,2042.0081885699412,2041.9121363483123,2043.2641680688248,2041.986248621446,2041.9864579667924,2039.8084876387404,2048.3664208691102,2044.3413230425601,2038.8998358438012,2041.9854414952852,2043.0122032950997,2043.0144643197502,2043.2846379903822,2039.8065372058895,2054.925781186564,2043.181911373023,2039.5604671026952,2041.9983284253067,2039.213818751963,2044.2645187263445,2039.0134058889598,2042.1677653170395,2042.2163784436752,2045.3461876691922,2044.00076150684,2042.6240774363089,2041.9303607198776
Brucella abortus bv. 1 str. 9-941,-2492.3193859835756,13135.946008763416,-2764.9521086204422,-1219.2665597453342,-73.02480731211716,2250.668413324239,1701.0140760395943,411.988399911857,-1734.4032827888338,-2517.8335645602606,16409.085645333515,12028.387223232205,-1066.5929076017248,-1278.3169171454567,7235.908614596904,5094.8986359303,-2765.8419514602315,-677.8409856047105,19379.132062265235,2653.316462228245,-2327.2583166948316,101.45631746550183,436.8503054966622,-543.0011914861285,-4658.412149516894,1623.9883590181068,916.9909039143912,-4988.0200111053755,-237.8357171320653,686.2582588130218,980.0921462996976,-680.9988745493814,-5692.00688536228,-1566.1908125370592,-3470.9137276610777,12.614435181818974,1037.7788911826394,-5053.936411648239,11866.289703715962,-213.7244717335875,-838.5503381869011,-1374.0321112966558,-351.85184994852096,-3631.0020732734583,-4172.52909737298,-1150.9899538479076,-16704.17569074175,-1717.9877175214233,11733.731676830905,-3205.809307522762,21431.50654279083,9460.657336257877,1327.193528540868,2040.12152318659,-1893.9979994416128,-1893.9874465473788,-1892.9803128522835,-1892.984500741321,-1892.9826720219096,-1843.9472976023976,-1893.1483730289906,-1892.9789484079058,-1893.6014989808004,-1893.9736691925164,-1893.9935156881384,-1891.948253326506,-1891.9584842179586,-1843.9333771800584,-1892.9857750227166,-1893.9905860185995,-1892.988986389859,-1893.9960066883339,-1893.9869872905817,-1893.9950685819986,-1892.9984336713235,-1893.9743252071403,-1892.990164269261,-1893.9959011513474,-1892.9562949939054,-1891.9546737543417,-1891.9883431678143,-1893.1474958815472,-1892.990362981627,-1893.9839761627045,-1893.9880420761228,-1893.981111386836,-1892.8099116443748,-1891.8913275781554,-1892.9757560836422,-1892.8763615566743,-1892.9756899627553,-1892.9756243778095,-1892.9767947788052,-1891.9758769469981,-1893.9653815342735,-1893.9835078446658,-1892.9762652209058,-1892.9889237217003,-1890.6190585960424,-1890.6164455950907
Brucella abortus biovar 1 str. 9-941,-2484.329368452132,13136.07111897999,-2761.579315251075,-1220.2678931669252,-73.00750543422774,2252.1970645878073,1700.9954151493362,412.00214573033765,-1734.911675211634,-2517.7634326284333,16410.134790982363,12028.522257629274,-1067.0718819424417,-1278.8092989521062,7234.665280562716,5094.432698948775,-2764.140978569361,-676.8959351649719,19378.958182501734,2653.232301803026,-2326.260309964428,101.28093207340255,436.89608433210486,-543.0023284650239,-4658.614886143873,1623.988703673746,916.9881453503488,-4987.991011810067,-237.83601501358564,686.3723854797583,978.6159523029938,-680.9820339678372,-5691.995817014695,-1566.1643899769715,-3471.025443990905,13.195833919578057,1037.7002298036389,-5050.376194623338,11865.938879380661,-213.9315478480931,-838.4533740088427,-1374.0158857526742,-351.90740821979836,-3628.005406896596,-4169.012737423464,-1150.9899736934422,-16704.240846134646,-1719.9804856918306,11733.916276977086,-3205.5995716295724,21431.501147871084,9461.832962068378,1327.3798703415919,2040.0286455594837,-1893.9874465473788,-1913.9979992763404,-1913.9937938328458,-1913.9902402845812,-1913.9874860582431,-1865.812387263298,-1911.9178156564378,-1913.9904700272973,-1913.9842909061667,-1913.9758010254127,-1913.9814828189392,-1912.827386396566,-1910.9306926940556,-1865.8822824259223,-1913.989520669939,-1913.9654668961293,-1913.990453689338,-1913.9944035739234,-1913.9947079831786,-1913.9936583136855,-1913.9873846478217,-1913.9913948556382,-1913.9982862128272,-1913.999975457156,-1913.9742152436077,-1909.969279152436,-1909.92751170142,-1913.9943189104686,-1913.9995709732761,-1913.991757329193,-1913.9883929497837,-1913.9802087866192,-1911.9249504191514,-1911.2117671633198,-1913.8455854379727,-1913.9844820531725,-1912.9800870394497,-1913.9861315621665,-1913.985826526671,-1913.9853123432376,-1913.9840956195815,-1913.9917598969205,-1913.980178487488,-1913.9938915134542,-1913.9691003049668,-1912.9336191282866
Escherichia coli 042,-2491.3562968951583,13136.881049815986,-2759.490437211791,-1219.5798758961748,-71.02648666154302,2252.9912446862086,1702.0156363071142,412.9755912828701,-1731.0033614723573,-2514.970497545852,16409.728650785506,12028.751257103477,-1064.9960901977056,-1278.015492202909,7239.687266755798,5097.247026581311,-2768.991617860542,-678.0101007642369,19381.663417240696,2655.2627742252475,-2326.999048274948,103.99830845546968,446.9556460391022,-542.9969857924623,-4659.555141847723,1623.9917369110049,915.9925280313005,-4988.022322150952,-238.00365346231217,685.9995724381623,976.0044813935273,-677.9796912938114,-5690.011036488734,-1565.9916695811794,-3471.0024142433854,12.494633770475906,1037.9060206076615,-5047.775089241429,11865.760711957524,-213.00001633431643,-841.0110204100962,-1365.0197796040727,-352.01297304350425,-3624.997980087472,-4167.546293687988,-1149.9959837321333,-16704.41199891422,-1718.0022837293977,11733.94786494909,-3205.0014243095343,21431.775750301756,9447.959126912463,1327.920870958369,2045.0014653289718,-1892.9803128522835,-1913.9937938328458,4174.997000003617,4174.997080862607,4167.9876400051435,4174.963714739655,4166.599554336554,4174.99624477437,4174.363106082069,4174.958094641708,4174.995717752782,4167.838176421796,4171.998930180777,4177.763370051092,4176.06769085133,4173.498036186191,4175.368010916982,4172.984185789457,4174.949056732244,4171.977499695677,4176.169300569014,4169.348771004527,4173.826705417371,4173.003391028313,4171.979333407229,4167.97953876072,4167.949763696914,4173.487851074403,4172.998370847681,4174.997423298847,4174.996669025954,4173.989160183342,4170.481198613276,4164.803374927738,4168.927441300393,4173.987181228615,4172.998035995327,4174.006188790368,4174.994808443688,4172.001868658138,4170.988754773975,4174.997663263274,4177.962959568682,4174.9989344549895,4172.6474431908355,4171.631788753975
Escherichia coli 042,-2491.404138586775,13136.88123816517,-2759.403690566569,-1219.6465999602233,-71.00642946632733,2254.0025146075523,1702.0057330311947,412.9950309872198,-1730.9891148398242,-2514.9692255722766,16409.69941130102,12025.72669615808,-1064.9994083753725,-1278.0012692655202,7239.561113089267,5097.1777804667745,-2769.0382830149633,-677.9965571153775,19381.608553030095,2655.276020800444,-2326.998155254769,103.99908927987215,446.9801051175826,-543.0013789739867,-4659.204907737629,1623.9935623557092,915.9930916134173,-4988.008346044613,-238.0030028274515,685.9988026881306,975.9865629781259,-676.9700066272345,-5689.995340649582,-1565.9969586430589,-3471.0015449147195,12.35580051627705,1037.8914877773095,-5047.9312373545135,11865.74599699262,-212.99788610979726,-841.00032719328,-1365.0051041194304,-352.0003601204402,-3627.9974614756206,-4169.506235769584,-1149.995015339842,-16704.241867138466,-1720.9880683003962,11733.92783419666,-3205.0004428114594,21431.755329986587,9448.13053347799,1327.9071238603076,2045.0134487533705,-1892.984500741321,-1913.9902402845812,4174.997080862607,4705.991999536256,4700.962132788564,4693.725251715347,4629.5585610870585,4706.004810005969,4638.036186747476,4633.927362837552,4704.989984811391,4695.821653878211,4629.939720622916,4696.701148006164,4703.046508555879,4703.978669827057,4702.599968404951,4700.978234039576,4705.939690046943,4705.97354026834,4700.837751061774,4692.717526828766,4705.921999655273,4705.996951242444,4703.967358493851,4694.9240942573615,4694.8647434477425,4705.498007596027,4705.992510109403,4705.9894950207345,4705.990004568962,4704.991662757724,4631.470070862004,4624.239283669112,4697.912460380513,4705.8780422501095,4701.975242749384,4701.9855793905,4705.990441280881,4700.001544804343,4629.927142305228,4705.9900157164375,4636.927030271713,4705.989417326548,4631.623594194862,4632.617364807449
Staphylococcus epidermidis SK135,-2491.970449338617,13142.000342059799,-2760.001080473301,-1219.8352057753468,-71.010228992855,2254.0117206143486,1701.9938069041414,412.99419689455726,-1734.650793756576,-2517.012755652458,16409.998989072308,12025.99944223095,-1064.9973990964404,-1279.0012944571797,7241.137861214317,5098.996092200852,-2768.998054101397,-678.9862693254228,19381.98785335982,2651.9685753413733,-2326.99608797618,104.00369824232563,445.9931143290451,-544.0017993646028,-4659.056047221668,1623.992103376902,919.0046976974149,-4988.000724508176,-237.837292926171,685.8329836899329,982.0087737432231,-678.0000676594076,-5690.992872960043,-1564.987575288731,-3471.992024370184,18.00740589891419,1038.0080383875957,-5041.790091033691,11867.007717061078,-212.99916047632973,-841.0012635509298,-1362.0175497832945,-352.9949122699706,-3628.9837194988386,-4171.986250769955,-1151.0297693767288,-16704.870005014982,-1716.982995927494,11734.001813735522,-3205.0149255922543,21427.831918238062,9449.015156077196,1327.9843593729067,2042.3518830489397,-1892.9826720219096,-1913.9874860582431,4167.9876400051435,4700.962132788564,-1402.9979999390912,-1404.9560261558922,-1401.247524160626,-1403.9780908175571,-1403.7179720504175,-1403.3142024990052,-1402.9019161198955,-1404.422360777671,-1405.188358480907,-1406.4330862487518,-1403.8977159381016,-1403.7716950183483,-1404.9220095360993,-1404.4592234683682,-1405.302294246704,-1403.2323506950613,-1404.6679944012194,-1404.25198569555,-1404.3719281032716,-1403.7547472442122,-1405.3913296311944,-1405.298957195539,-1405.3537660412533,-1404.8037363343772,-1404.7910159077303,-1403.8491685070007,-1403.8482089858612,-1403.839156138831,-1401.5344330738217,-1395.0335114867178,-1404.4537214191728,-1402.6944017835956,-1404.521135511778,-1404.5636391323185,-1403.8412642531691,-1404.5576723822135,-1405.2752997112482,-1403.1418521389178,-1402.560864232349,-1404.7400918320727,-1404.4110031141145,-1404.866492976761
Dehalococcoides sp. CBDB1,-2487.0577886801716,13138.315737223584,-2747.472528312989,-1181.4687454689563,-72.55347882155297,2255.1985552685005,1700.981463970549,409.00082294263245,-1735.5146334908916,-2510.851135364686,16420.810867307042,12027.944416947095,-1063.7908120056545,-1280.4177415948561,7252.869344908081,5097.05068887407,-2758.049541156189,-674.0262788799658,19372.4182911645,2659.4640498837,-2323.669255691279,101.92597613483866,433.81460235137166,-543.9686297136495,-4667.752409088177,1624.9880314521706,918.4675372330296,-4991.981484435757,-238.9850806219054,688.3616432448487,982.7817166390334,-675.9878934299595,-5693.001925285841,-1564.9914473504168,-3472.265227333761,15.837744461753843,1038.8573094234932,-5046.578465840207,11870.312873780158,-214.38627948990447,-839.7350445317724,-1373.0030871803033,-350.60012216385525,-3626.031905091599,-4168.024650341926,-1151.8169227305732,-16704.44600545504,-1716.9633367844172,11735.41130922458,-3202.926768352716,21428.304656705273,9499.059599115313,1325.6499206785363,2039.9356626632725,-1843.9472976023976,-1865.812387263298,4174.963714739655,4693.725251715347,-1404.9560261558922,-613.9970013595215,-613.0080763617444,-614.0095082524288,-613.7493738624128,-613.9897423636912,-614.9968875482261,-610.9596533071468,-612.9791427752939,-614.0159766054908,-613.016516411663,-613.999069132154,-615.5959826033794,-613.998357925262,-613.9990367812161,-613.995245106456,-615.5921408169477,-613.0609491532063,-614.0054948295328,-614.0079916037481,-613.9987692196133,-612.0110148005211,-612.0046992268547,-614.0019318752351,-614.0094695782508,-613.9995151345217,-613.9993871574889,-613.9993732425036,-614.0058654984181,-608.8503054229361,-613.9595930465126,-614.0048216243157,-614.0089988784387,-613.9981439348144,-613.9968111210111,-613.9993740782872,-613.9959593579254,-613.9961351122737,-613.9940167424221,-613.9992512824588,-613.9664277984169,-614.0247298297494
Borrelia burgdorferi 72a,-2488.995640034331,13140.339552925587,-2755.4657041547707,-1221.1870386876074,-76.56610926358006,2257.0890124547554,1709.9386422798398,416.47489099329965,-1728.0346088498327,-2577.1108191309377,16413.353419876945,12023.574959796331,-1063.1170400380051,-1278.3800530703647,7251.967538581566,5093.013397681994,-2767.510159741047,-677.9386741822722,19374.76366907033,2662.505885386171,-2327.3707545490515,101.72062810041761,375.03663264425717,-542.9292965257977,-4660.505498664448,1623.997286177007,916.9839864601685,-4989.01768998131,-234.962911547776,692.101753883295,978.4829152369275,-678.907470993109,-5690.992935271874,-1567.2220921740736,-3471.6844117702085,16.491251762537942,1038.9131368319431,-5042.963737481524,11864.399227328919,-212.32478147492878,-840.1387247063424,-1363.0573674633454,-352.84310529238996,-3625.499470896928,-4168.459904113248,-1151.950058027674,-16765.255013264454,-1717.6428910249965,11732.728651783533,-3200.131082752442,21430.925937046464,9466.797539066403,1327.924979009263,2039.892289228389,-1893.1483730289906,-1911.9178156564378,4166.599554336554,4629.5585610870585,-1401.247524160626,-613.0080763617444,1723.0010002591155,1721.0053916679665,1722.0279891496446,1722.0052209466726,1723.0082072661166,1720.7955719895926,1721.0017883685582,1720.3221651287602,1723.0141468641516,1723.0074163712145,1722.048013775985,1723.0052913441377,1724.00922252991,1724.008081446515,1722.0260511769072,1723.0034801533611,1723.0069708271228,1723.0065810292347,1721.0607852078083,1720.0006876327764,1719.9899497472427,1720.0256553002696,1723.007769873103,1723.0047610930897,1723.0054511725764,1720.0233864902941,1722.031727844077,1722.9053200490212,1721.2168395254437,1723.0026703142448,1721.0613728003127,1721.0228450894538,1721.0084365340003,1721.0488911697269,1723.010276996305,1723.0043854610913,1722.0055744751123,1723.006912672388,1721.027206523962,1721.0186686313525
Salmonella typhimurium LT2,-2491.3173578011606,13136.877196082118,-2759.582011783218,-1219.5704123298333,-71.02923569216692,2252.991024125591,1702.0187398064402,412.9685450536043,-1733.0031560065036,-2514.971228788545,16409.756055294496,12028.72429813192,-1065.0006135401086,-1278.021421444034,7239.65094129413,5097.26470314278,-2769.001704921688,-678.010669931265,19381.66475571051,2653.27419619634,-2326.99894751659,103.99762219914619,446.95651952792076,-542.9989120647303,-4659.579119586021,1623.9927184216176,915.9932456422055,-4988.021150036193,-238.00375289057368,685.9987059545871,977.9819394276228,-679.9855703755771,-5690.010375888584,-1565.9896973388852,-3471.0013683252537,12.433091477963774,1039.8891009824824,-5045.891634546077,11865.744917252885,-212.998276341431,-841.012705025141,-1365.0159702537333,-352.01315831946374,-3625.9973806829275,-4165.53364613618,-1149.995805452922,-16704.14567235151,-1718.0035228940046,11733.941524459111,-3205.039620479133,21431.739986963054,9448.947497441399,1327.9379231414134,2041.990667960256,-1892.9789484079058,-1913.9904700272973,4174.99624477437,4706.004810005969,-1403.9780908175571,-614.0095082524288,1721.0053916679665,-1596.9979986582682,-1597.6495116199787,-1596.9983341501693,-1597.0115518591876,-1598.5525865673865,-1598.015973110988,-1592.2598911968282,-1598.0499804951362,-1596.9903787574722,-1597.0224929913243,-1596.999869955269,-1596.9996060861226,-1596.9957147656696,-1596.0630779697874,-1599.837317091127,-1597.0957618672933,-1596.9948429124136,-1599.022936815962,-1597.6739396449102,-1597.673742744209,-1598.0032079229695,-1596.9967774863808,-1596.9960432075477,-1596.9946662038444,-1597.997668467089,-1598.5265367799175,-1584.7520604420497,-1597.0094091727524,-1596.9926622042026,-1597.9927269300822,-1597.9961419443132,-1596.9962655720253,-1597.9989853447476,-1598.0016398989367,-1596.9959500685995,-1596.994782201213,-1597.000034534503,-1597.6772197745381,-1598.6832331471273
Porphyromonas endodontalis ATCC 35406,-2492.321709889104,13140.958194367213,-2759.7528139969672,-1218.6588297934536,-72.02746955752765,2252.933576304382,1701.9935772004114,413.00691222850907,-1733.0845603538173,-2580.7065359507624,16409.43332948345,12025.21458293122,-1065.3774780867125,-1277.626148657435,7239.782547405773,5096.724060445545,-2765.988218458317,-678.9272675119464,19380.378774955785,2654.399930562263,-2325.1431024670237,104.2970086088591,379.0506540799884,-543.0085815150344,-4659.912087215405,1623.9947576231116,915.9963411226266,-4988.005009170728,-236.12849464991618,687.2876001221886,977.6800970182501,-679.9657759874215,-5691.014515929501,-1566.181950708882,-3471.05409916411,16.122921068385114,1035.8409814634242,-5048.834207154758,11865.520465704023,-211.95965014804224,-841.9820255609362,-1362.0123236917414,-351.91697855536006,-3627.0156310652446,-4167.481640275975,-1150.9940462729503,-16771.454215152797,-1714.9692859015177,11733.84922687932,-3205.913224817198,21431.4336525206,9449.990715595031,1329.0079970673148,2042.0299396412577,-1893.6014989808004,-1913.9842909061667,4174.363106082069,4638.036186747476,-1403.7179720504175,-613.7493738624128,1722.0279891496446,-1597.6495116199787,7278.002003532379,7284.011532838324,7275.982703296711,7258.9327388110105,7277.534667676712,7279.956370280369,7278.044699490125,7275.976780200006,7255.066640567283,7275.992249044866,7267.008523829417,7259.508664129784,7275.98744227429,7257.0331816864,7276.0204131445635,7276.023805026158,7282.9930661064955,7266.9894983705,7266.887730040223,7277.637271645951,7276.025050154281,7276.013555131523,7276.016040515444,7281.922529766608,7275.964449554901,7252.960047884147,7259.964032960915,7276.020425678489,7260.920693489985,7282.020742263205,7282.0140850483685,7282.013781684415,7270.505152210461,7276.008071502587,7282.035181728596,7276.005974873192,7267.3719741761215,7267.4017008737965
Haemophilus influenzae Rd KW20,-2491.070768035371,13137.122968831058,-2757.2007874753704,-1219.4796467259712,-71.00703473799828,2256.0042486614816,1701.989005786065,415.49999879693036,-1730.9696355513586,-2582.076798345035,16409.67540895355,12029.077299006529,-1064.0056417636551,-1277.9989626612205,7241.336810351647,5096.60878969062,-2763.16385872891,-676.9959107893859,19381.790718680404,2657.327309516299,-2326.9815410825217,102.00422560910614,377.9173768085941,-542.9951565124734,-4659.362565732855,1623.9877902998192,915.9932015444213,-4988.964874784172,-238.8233931102304,689.8270139888192,977.2021040682495,-677.9802436025495,-5689.001285309669,-1565.9924350238707,-3470.9818756231525,13.216874058656302,1040.1003097212695,-5045.261015842176,11866.264413189178,-214.99116318435395,-841.0104293748034,-1362.012072116897,-352.00347548711,-3626.0006890999002,-4169.490425036716,-1150.9247340525992,-16772.38589827872,-1720.004870929199,11733.9264614988,-3204.9890772015415,21431.827840647886,9448.948655153434,1329.9292723246017,2045.603241577323,-1893.9736691925164,-1913.9758010254127,4174.958094641708,4633.927362837552,-1403.3142024990052,-613.9897423636912,1722.0052209466726,-1596.9983341501693,7284.011532838324,-174.99999952231528,-174.99957481775877,-179.0144660191835,-178.96700304977026,-180.89882071229175,-176.00800569533143,-174.9995014598387,-177.91864340842244,-175.00277730900737,-174.99335075084556,-174.9951366679313,-178.9720377803755,-175.90039683999572,-174.93752528252918,-175.01588017849664,-175.96493678053386,-178.9958474402124,-181.9879074864652,-174.98439074065882,-175.0087227136033,-175.00077058361035,-175.00208021394047,-177.695105649738,-179.48949376137952,-184.55844637515426,-177.06557284267254,-175.00567837459977,-176.99041012460214,-175.98917587523786,-175.00066520126273,-175.96769148923866,-180.00815442468104,-174.99984588258937,-174.99617402491646,-175.00053335329378,-183.02604014070386,-180.01268888219633
