,Staphylococcus aureus subsp. aureus MRSA252,Streptococcus pyogenes MGAS9429,Staphylococcus aureus subsp. aureus MRSA252,Helicobacter acinonychis str. Sheeba,Vibrio cholerae O1 biovar El Tor str. N16961,Mycobacterium tuberculosis SUMu007,Janibacter sp. HTCC2649,Janibacter sp. HTCC2649,Alicycliphilus denitrificans BC,Escherichia coli SE15,Streptococcus pneumoniae CDC1873-00,Streptococcus pneumoniae CDC1873-00,Mycobacterium smegmatis str. MC2 155,Bacteroides sp. 2_2_4,Bacillus mycoides DSM 2048,Myxococcus xanthus DK 1622,Roseburia intestinalis L1-82,Escherichia sp. 3_2_53FAA,Streptococcus pneumoniae P1031,Bacillus cereus Rock4-2,Helicobacter pylori J99,Roseobacter sp. AzwK-3b,Helicobacter pylori J99,Subdoligranulum variabile DSM 15176,Enterococcus faecalis T1,Borrelia hermsii DAH,Borrelia hermsii DAH,Sphingomonas sp. SKA58,Prochlorococcus marinus str. MIT 9312,Prochlorococcus marinus str. MIT 9312,Acinetobacter baumannii ATCC 17978,Acinetobacter baumannii ATCC 17978,Comamonas testosteroni KF-1,Thiomonas intermedia K12,Thiomonas intermedia K12,Enterococcus faecium E1162,Phaeobacter gallaeciensis BS107,Lactobacillus paracasei subsp. paracasei 8700:2,Streptococcus pneumoniae ATCC 700669,Clostridium perfringens E str. JGS1987,Kangiella koreensis DSM 16069,Agrobacterium radiobacter K84,Escherichia coli O157:H7,Janthinobacterium sp. Marseille,Janthinobacterium sp. Marseille,Francisella tularensis subsp. tularensis SCHU S4,Bacillus cereus F65185,Geobacter lovleyi SZ,Streptococcus pneumoniae 23F,Providencia alcalifaciens DSM 30120,Streptococcus salivarius SK126,Streptococcus sp. oral taxon 071 str. 73H25AP,Acinetobacter sp. 6013150,Alicycliphilus denitrificans BC,Brucella abortus bv. 1 str. 9-941,Brucella abortus biovar 1 str. 9-941,Escherichia coli 042,Escherichia coli 042,Staphylococcus epidermidis SK135,Dehalococcoides sp. CBDB1,Borrelia burgdorferi 72a,Salmonella typhimurium LT2,Porphyromonas endodontalis ATCC 35406,Haemophilus influenzae Rd KW20,Haemophilus influenzae Rd KW20,Lactobacillus jensenii 27-2-CHN,Enterococcus faecium TX0133C,Dehalococcoides sp. BAV1,Sphingopyxis alaskensis RB2256,Rhodococcus erythropolis SK121,Roseovarius nubinhibens ISM,Meiothermus ruber DSM 1279,Meiothermus ruber DSM 1279,Meiothermus ruber DSM 1279,Roseovarius nubinhibens ISM,Lactobacillus vaginalis ATCC 49540,Burkholderia pseudomallei Pasteur 52237,Burkholderia pseudomallei Pasteur,Clostridium botulinum Ba4 str. 657,Lactobacillus brevis ATCC 367,Lactobacillus brevis ATCC 367,Neisseria cinerea ATCC 14685,Burkholderia pseudomallei 1655,Escherichia coli B171,Escherichia coli B171,Bacteroides sp. 3_1_40A,Mesoplasma florum L1,Mesoplasma florum L1,Lactobacillus iners ATCC 55195,Spirochaeta thermophila DSM 6192,Thermus aquaticus Y51MC23,Desulfitobacterium hafniense DCB-2,Shigella dysenteriae 1617,Desulfitobacterium hafniense DCB-2,Lactococcus lactis subsp. lactis KF147,Escherichia coli E24377A,Haemophilus influenzae 22.1-21,Pseudomonas fluorescens Pf0-1,Streptococcus pyogenes MGAS315,Streptococcus pyogenes MGAS315
Spirochaeta thermophila DSM 6192,-2491.2808901394706,13140.968470279715,-2759.6998101233353,-1219.970191060035,-76.01804710221973,2255.9764219548697,1702.0849949349056,415.50573748726623,-1733.0135419108642,-2515.0140935649642,16409.700451390494,12028.632015233714,-1065.0107204416586,-1278.0021555337,7239.7745150284445,5098.745665327945,-2767.9726673091823,-679.0116012190138,19381.678839866163,2654.126994845249,-2326.997663184881,104.00107173444411,446.9585841142805,-543.002909772871,-4659.351248466532,1623.995550850351,915.9983847106025,-4988.086091784829,-237.8345215239951,685.8321318369462,977.5441204914954,-679.0134244108485,-5690.006953114182,-1566.0195328926047,-3470.9879365104152,15.783132938196578,1037.9332780076356,-5052.471378291909,11866.315909019771,-213.03397435209828,-841.0084442268125,-1362.0121060341928,-352.0107164880445,-3624.998761614882,-4167.999010019731,-1150.959044499355,-16704.23646075931,-1719.9998474218507,11733.923803747037,-3205.0565303421904,21429.6750795163,9448.81376839085,1328.0011008324243,2039.5604671026952,-1892.8763615566743,-1913.9844820531725,4173.987181228615,4705.8780422501095,-1402.6944017835956,-614.0048216243157,1723.0026703142448,-1596.9926622042026,7276.020425678489,-175.00567837459977,1972.8124822117857,13797.161183013774,14399.97298796535,-8308.350908898818,-7921.996364635151,-2763.9985505633795,85.0070345802607,1544.980296158615,-4608.5628022157725,-2521.9668617777374,-5496.025828888773,14220.486733500135,-3171.0186222487087,-763.9802888426551,-523.0002340866108,5974.893338566177,5311.7940482441245,-3063.009643255771,-1570.987562886724,-1899.9911843347586,-1839.0194523333737,409.91927349512696,-7136.957523610776,362.99865252761424,22043.48767868755,-16580.000998690368,-16586.87459373335,-16577.541561868482,-16580.412650286074,-16580.113402443843,-16586.68165977272,-16582.477130255204,-16582.32078382451,-16579.956359128813,-16588.710719214738,-16588.734160976997
Thermus aquaticus Y51MC23,-2488.273691030893,13141.036215305583,-2758.1764951793084,-1219.9401838499791,-71.05558031738158,2254.968039313828,1702.0242563125948,412.9522185210624,-1730.9904250795123,-2509.071348378871,16409.596842131436,12029.078978725318,-1064.988981878675,-1278.498763739629,7242.755185104756,5093.860478601378,-2766.313434173284,-679.0879745313111,19381.185593782982,2659.4691495992242,-2326.991066460203,103.99312492372945,446.8943696004688,-544.0069778331173,-4660.9053039602695,1623.989748301051,918.9951053456757,-4988.050535243267,-238.01737886361556,685.9977191712668,982.0107351840296,-679.0766520189505,-5691.0269780339995,-1564.9543638699217,-3472.0023804570933,18.90874332722446,1040.034008553944,-5048.674070327072,11865.60107328176,-214.99371199898934,-840.9770435613418,-1362.013723248584,-353.05524520481293,-3625.9712954489873,-4171.103468630611,-1149.9864450826278,-16705.837032584037,-1717.0168053206844,11733.83777479352,-3205.063132848279,21431.598946493872,9453.916673555517,1327.8761244532752,2041.9983284253067,-1892.9756899627553,-1912.9800870394497,4172.998035995327,4701.975242749384,-1404.521135511778,-614.0089988784387,1721.0613728003127,-1597.9927269300822,7260.920693489985,-176.99041012460214,1982.0523188150028,13800.509880837384,14402.900571477292,-8306.84634833199,-7923.819869365936,-2763.9356307948065,85.00229381103277,1544.9360673545445,-4606.3338918614145,-2525.9445003842866,-5496.07338855231,14219.268578170471,-3168.994938322013,-764.0128626860812,-523.1481464526569,5974.725986991508,5313.232649984667,-3066.0119876453223,-1570.0268624498724,-1902.0501058933364,-1840.0068154197972,407.78561034663267,-7138.956922101352,362.9979789366671,22041.838777195368,-16586.87459373335,-1150.0019982556482,-1152.9827058697795,-1149.9688367605074,-1150.9669538790554,-1150.9846221657476,-1150.0019630405018,-1152.9552033644522,-1150.0054530455131,-1153.9489493674084,-1153.9572196217305
Desulfitobacterium hafniense DCB-2,-2491.984805007296,13136.991431272438,-2763.644093268655,-1220.9892518880195,-77.00437568796075,2251.000931552317,1701.0012386108042,412.001119017493,-1731.9878190943405,-2508.99748153661,16410.009214808186,12029.00743489767,-1065.9940223684905,-1278.0031954506494,7241.405346792362,5095.012022326263,-2767.1307483105384,-678.9872834293114,19381.99947857392,2656.210819876015,-2326.9980758149395,102.99860321074142,446.99466756579346,-543.0066668489367,-4657.998929672383,1623.99597221915,916.9960208647905,-4987.995336520291,-238.00308300061047,687.0010368101324,979.9996267962798,-680.9976051823551,-5690.998454399438,-1565.9951475469072,-3470.9949440567248,13.00392149278329,1037.0039079914443,-5047.94103546946,11866.000591908885,-212.999828848097,-840.182719158249,-1363.0033663328663,-352.9930981949534,-3630.9951511031563,-4166.974434589304,-1151.9954741265665,-16707.999604322857,-1715.0002719485767,11734.002430003702,-3205.9989314967665,21431.998794023002,9448.002941563023,1326.9930161414513,2039.213818751963,-1892.9756243778095,-1913.9861315621665,4174.006188790368,4701.9855793905,-1404.5636391323185,-613.9981439348144,1721.0228450894538,-1597.9961419443132,7282.020742263205,-175.98917587523786,1983.9980798256677,13799.453625344182,14402.009585943128,-8308.999129079973,-7920.998111387239,-2764.998392041431,84.0018852445521,1543.9897821533646,-4606.004159113026,-2524.8409220513126,-5497.005037538347,14221.001792032712,-3171.98523316359,-774.0146668103087,-525.0029240884165,5975.505582953117,5313.578249685616,-3062.99770303602,-1569.9828741920949,-1899.983044444345,-1842.9881056320507,408.0269037949905,-7138.962400769528,362.9992925508548,22043.89404356714,-16577.541561868482,-1152.9827058697795,-10992.000998944734,-10991.98145800275,-10991.801611306102,-10993.76697633147,-10992.01110881508,-10993.869783382816,-10990.993234943702,-10993.756392485118,-10993.655284760298
Shigella dysenteriae 1617,-2491.4790072492865,13136.822614100354,-2759.514194886306,-1219.4771455376513,-71.00685621622856,2252.999539913635,1702.0041636759686,412.9956929968814,-1730.9880270507247,-2514.967874183145,16410.67098324719,12028.689017329176,-1065.0002958900425,-1278.0023396650115,7239.603679169801,5097.248540552193,-2769.039642965826,-677.9978866473593,19381.625529672583,2655.3345909360264,-2326.996050277624,103.99767355314499,444.9766251061843,-543.003984451007,-4658.641087911126,1623.9926037894436,915.9932908707755,-4988.004003864895,-238.00248113487973,685.9990900395828,977.8739865300611,-677.968365839485,-5689.997440595808,-1565.9955473649027,-3471.003156402316,16.54363083925305,1039.8682684757864,-5047.910194242136,11865.665311200832,-212.9988592478191,-841.000734333532,-1365.0080944279564,-352.00053748656137,-3625.997435207649,-4165.504631100191,-1149.995861698948,-16704.387512306574,-1717.9947745640793,11733.918233290386,-3205.003750063816,21431.732577767274,9448.934336955723,1327.9553260188804,2044.2645187263445,-1892.9767947788052,-1913.985826526671,4174.994808443688,4705.990441280881,-1403.8412642531691,-613.9968111210111,1721.0084365340003,-1596.9962655720253,7282.0140850483685,-175.00066520126273,1983.0167441960969,13798.952908518871,14399.984704385393,-8308.228459171576,-7920.913760933111,-2764.996603635225,84.99263107747338,1545.9900451990445,-4609.99193060507,-2522.0062347562866,-5496.010475684453,14220.318619598853,-3172.9964083809887,-770.0154107958012,-523.0522654035823,5974.613678528238,5310.923089007233,-3065.997662300081,-1570.995117392204,-1899.002115251025,-1838.997270170017,409.8317116795458,-7136.975329409502,362.9991659081744,22043.651154689178,-16580.412650286074,-1149.9688367605074,-10991.98145800275,-417.999998532615,-418.9970055466179,-420.99652628225425,-417.9991039875601,-420.9850627786437,-417.9987063468584,-420.99031200403766,-421.99884230571234
Desulfitobacterium hafniense DCB-2,-2488.7961051323477,13136.980817370317,-2761.801613950117,-1219.308922588896,-77.00074863962564,2254.001433843789,1701.0011842267252,411.996581079157,-1732.9870057883438,-2511.9824850530063,16410.00594347361,12026.009323842098,-1066.0058194096869,-1278.006419030258,7239.195528456204,5097.997572005254,-2768.093430175546,-679.9901396686221,19382.00075426829,2654.410804270851,-2326.997854522745,102.99724768499354,446.96743944662103,-543.0116482485838,-4658.101364423018,1623.99527113916,916.99453653279,-4987.998831026572,-238.00133473058975,685.9911473441504,979.996058715037,-680.009524056773,-5691.0003685853435,-1565.9947352450376,-3470.9975781758985,14.022063023039076,1038.9729727717631,-5046.788980926041,11865.99887941898,-213.0039386530382,-839.6322524939127,-1363.0064823769103,-352.98555711575665,-3629.9921310447835,-4166.509203139391,-1151.994289322854,-16706.1947540279,-1716.9991624625952,11734.00647399232,-3205.9947896311487,21431.99689024618,9451.994422774487,1327.9879851602545,2039.0134058889598,-1891.9758769469981,-1913.9853123432376,4172.001868658138,4700.001544804343,-1404.5576723822135,-613.9993740782872,1721.0488911697269,-1597.9989853447476,7282.013781684415,-175.96769148923866,1982.9999208107838,13799.763110162768,14400.033709509871,-8308.998343541998,-7920.62718595325,-2764.989553106636,84.0032647484017,1543.9173181109902,-4608.987279930123,-2525.989626880533,-5497.006255541501,14222.008913022853,-3173.9734845604135,-775.0369164918051,-523.0062555388402,5975.391229816283,5311.643812303857,-3062.979625974156,-1571.980937243965,-1900.0087507880166,-1844.9773152180446,409.7210711619242,-7136.9740991546505,363.00048245373114,22043.86377205465,-16580.113402443843,-1150.9669538790554,-10991.801611306102,-418.9970055466179,1958.0000007579558,1954.0030537414123,1957.8515375757665,1958.6959417298817,1958.022138565291,1960.1696442754449,1959.2460105391644
Lactococcus lactis subsp. lactis KF147,-2492.9254333187414,13142.001876690028,-2762.5032725519563,-1219.8153168259385,-72.02724057889546,2251.497248127499,1700.9996333524145,411.9933095924809,-1731.9859926900135,-2580.027882277678,16410.003863787213,12026.00788749657,-1065.9830507079444,-1278.5067613750132,7239.089549975681,5097.5040699240535,-2769.9979514997617,-679.9822804480764,19381.996938987468,2651.025911412661,-2325.98910109657,100.99933824929049,375.93202111461926,-544.0085406992624,-4658.909801410445,1623.9978790836635,918.0157174169283,-4988.497462424666,-238.50316309377573,687.0043836510818,978.0181344500077,-680.9990254987756,-5691.019514725178,-1565.9774010960177,-3470.99212759623,16.00995353790162,1039.0061553629284,-5045.931307292042,11867.008291064321,-215.00535229636358,-842.0041385744945,-1363.000081044497,-352.99056842501096,-3628.998864405016,-4168.988353086364,-1152.0093552668234,-16774.22108611388,-1717.4944238389658,11734.005861712243,-3203.5071458652633,21433.493372025954,9461.010038881523,1327.9946857896032,2042.1677653170395,-1893.9653815342735,-1913.9840956195815,4170.988754773975,4629.927142305228,-1405.2752997112482,-613.9959593579254,1723.010276996305,-1598.0016398989367,7270.505152210461,-180.00815442468104,1980.0385437557554,13798.989920322962,14399.997579577735,-8309.000410480809,-7921.280014371746,-2831.0458953191355,83.99978146657358,1540.998456138879,-4611.045320509601,-2525.311182458276,-5498.051935016989,14221.006733511982,-3173.994095648233,-773.0349835938175,-525.0014238598962,5975.065932974294,5311.984365282341,-3062.999940116968,-1571.9871647789687,-1969.0348298831982,-1843.5172079363392,408.02921899865726,-7136.967627524973,362.9998699967987,22041.317531121764,-16586.68165977272,-1150.9846221657476,-10993.76697633147,-420.99652628225425,1954.0030537414123,5715.998003080335,5715.692835740603,5713.101122605064,5715.68321139518,5716.601041618591,5716.422586455802
Escherichia coli E24377A,-2492.2348818162245,13136.873257762107,-2762.487398875994,-1219.780952410613,-71.00353366594628,2253.0007449166424,1701.9987411573795,412.9951480412807,-1732.987637208609,-2514.975119720643,16409.677502540166,12028.756129545873,-1064.9985847730513,-1278.002333789964,7239.61801959209,5097.233919410098,-2769.0092632982946,-677.9960898266742,19381.585788999448,2655.3396837431187,-2326.9991220783945,103.99779439144464,446.98243642308034,-543.0005587803361,-4659.18016666962,1623.993826009664,915.9942188803435,-4988.001576459296,-238.00171433749946,685.9995672176497,977.9791620779922,-677.9676872677401,-5689.999064531632,-1565.9983566135263,-3471.0000078619737,12.357180121684188,1037.8835115073957,-5054.870661917559,11865.72702336895,-213.00038821462655,-840.9988810144312,-1365.0047686002792,-351.9992587640034,-3625.9975429819524,-4168.000665880079,-1149.9967315917504,-16704.344374428714,-1720.9908209494768,11733.941230125543,-3205.0006609040515,21431.726120637675,9448.215941616189,1327.9587146448712,2042.2163784436752,-1893.9835078446658,-1913.9917598969205,4174.997663263274,4705.9900157164375,-1403.1418521389178,-613.9961351122737,1723.0043854610913,-1596.9959500685995,7276.008071502587,-174.99984588258937,1982.0107491573522,13798.962220167505,14399.962354334399,-8308.211627445782,-7920.911336022861,-2764.9991526743597,84.99637929825353,1544.986413738117,-4607.00145056181,-2522.007868996517,-5496.0005075747185,14220.301615847766,-3172.9968241628526,-762.0055067199507,-523.0555575770884,5974.559082131871,5311.059376622848,-3063.0009139744075,-1570.9947692188734,-1899.0034379342594,-1838.9970228768877,410.7997233711555,-7136.975418203418,362.9992767439013,22042.663931229177,-16582.477130255204,-1150.0019630405018,-10992.01110881508,-417.9991039875601,1957.8515375757665,5715.692835740603,-2506.998998444006,-2512.0292788708216,-2510.9973339564513,-2511.930341034457,-2510.9011765513824
Haemophilus influenzae 22.1-21,-2492.6071543835847,13137.111589744156,-2758.4711962566557,-1219.5643685671175,-71.0063328758598,2254.010378687718,1701.98468492259,415.48958937505625,-1730.9777859719952,-2582.003130022322,16409.79210918647,12029.539511842377,-1064.0080550445764,-1278.0075198418538,7240.849104041328,5096.990610989608,-2770.152057982872,-676.9935799820095,19381.755598186122,2653.6556128433194,-2326.98896692831,102.00895559395568,377.93366613084777,-542.9986681774925,-4659.662918720657,1623.9864450738664,916.9986016813657,-4988.9852180518765,-238.82828873221644,689.8274149038108,980.3178632896321,-678.9923319356537,-5689.001939576083,-1565.985276783496,-3470.988023055938,13.364723925033832,1039.95777714708,-5050.3283557760915,11866.095564949479,-214.9992451991484,-841.0093911859842,-1362.011346224261,-352.00121366315574,-3625.006567292314,-4169.478491227952,-1150.9320477424724,-16771.202066432743,-1720.0023718670316,11733.890972724861,-3204.991271054274,21431.680011717723,9448.696473411055,1329.9604940033478,2045.3461876691922,-1892.9762652209058,-1913.980178487488,4177.962959568682,4636.927030271713,-1402.560864232349,-613.9940167424221,1722.0055744751123,-1596.994782201213,7282.035181728596,-174.99617402491646,1976.0361698159556,13799.597421501276,14399.9927328544,-8307.564097576675,-7923.897783778657,-2834.0378497296874,84.98330790361167,1542.976101976437,-4608.054373187447,-2521.9275368145086,-5496.001651609693,14219.751686014404,-3170.0172093075703,-769.0060938303392,-528.0434745804362,5975.035560934538,5311.143581119431,-3062.9991063650696,-1571.0001399382888,-1968.016173962559,-1837.0017378563912,408.50898344620094,-7135.971341934211,363.00051516994523,22044.227674757312,-16582.32078382451,-1152.9552033644522,-10993.869783382816,-420.9850627786437,1958.6959417298817,5713.101122605064,-2512.0292788708216,148.99999926044077,145.99652747301943,144.98777289378233,144.92456000247844
Pseudomonas fluorescens Pf0-1,-2485.8385072670703,13136.823692233716,-2760.2369656687833,-1219.8374223737883,-71.00493804940123,2252.995706688498,1702.0069950286245,412.991065404738,-1730.9837068998188,-2514.9728776100856,16409.667727600972,12028.68558718287,-1064.996846219619,-1277.4975319939986,7239.560769137069,5096.121222995915,-2766.1605435582696,-678.9964300185459,19381.496754861204,2655.3205945109066,-2326.0018963744483,103.99874429314974,446.9729066328712,-543.0008967306799,-4658.95505396195,1623.9950773278163,915.9953321280964,-4987.996890834248,-238.00260750831845,685.9999388342586,979.9707611759005,-680.0045233998977,-5689.997042424618,-1565.996638076384,-3471.004223121726,16.756871870150285,1037.882649264124,-5050.15615126334,11866.742744818102,-212.99892965956633,-840.999402898727,-1365.0066810579983,-351.99801206533107,-3627.7460530985995,-4165.006781714527,-1149.9943461388036,-16704.04110140989,-1714.989298952661,11733.861718708244,-3205.0634007298618,21432.62579973689,9447.880130167792,1327.9915210115873,2044.00076150684,-1892.9889237217003,-1913.9938915134542,4174.9989344549895,4705.989417326548,-1404.7400918320727,-613.9992512824588,1723.006912672388,-1597.000034534503,7276.005974873192,-175.00053335329378,1984.007810881552,13799.46516015397,14400.076318199097,-8307.045391126476,-7923.872286102797,-2763.0003384034253,85.00190580637829,1544.9897976153566,-4607.057077658154,-2526.0189378695845,-5495.991919898561,14220.20701727131,-3169.996895671166,-772.7603618684172,-523.0062956374479,5973.803644984043,5310.577407356139,-3062.9997843052615,-1570.9962765507812,-1899.9951936672767,-1838.9929826167763,409.9048272602203,-7136.966312799903,363.00027401502854,22043.448154779555,-16579.956359128813,-1150.0054530455131,-10990.993234943702,-417.9987063468584,1958.022138565291,5715.68321139518,-2510.9973339564513,145.99652747301943,-2104.0000002213364,-2108.052745075074,-2109.045141275503
Streptococcus pyogenes MGAS315,-2490.4226864753646,13141.998593877888,-2761.2106399461913,-1219.5421911687113,-77.08972930984967,2256.474978374262,1703.014811591962,416.48121672075814,-1728.9942967815587,-2578.2783959672147,16412.047925662984,12023.009584513056,-1065.3360681273475,-1278.0014699822739,7240.186177005868,5095.7766981913,-2766.9720521339545,-679.0701566975272,19375.976496790998,2655.116304741564,-2326.991967127482,100.99768003264187,375.4994381209227,-542.9917682256742,-4659.2888237120005,1623.989684333304,916.9947688055711,-4989.5031194892335,-237.80474829764597,690.3408856034571,976.0650118838367,-684.5842682595119,-5691.315694579349,-1566.2620567655729,-3469.2974586153314,19.106554975656426,1038.983798877032,-5045.139732383522,11866.02342133279,-214.00960169539442,-842.0181002274992,-1362.9949473285635,-353.7264477407302,-3628.7115087016896,-4166.983951976954,-1150.9813423943235,-16771.26451836113,-1717.4946863751395,11733.01736746328,-3201.6556386730886,21432.818186767854,9450.009647084182,1329.4096354008973,2042.6240774363089,-1890.6190585960424,-1913.9691003049668,4172.6474431908355,4631.623594194862,-1404.4110031141145,-613.9664277984169,1721.027206523962,-1597.6772197745381,7267.3719741761215,-183.02604014070386,1981.076522470326,13797.263638178847,14399.994955176178,-8309.200321906288,-7919.2391727134,-2833.9896318806145,83.9943370605825,1537.2526878579408,-4613.555150026735,-2522.0620750539615,-5498.038155161734,14220.12782130692,-3170.6524560875973,-772.8464542722995,-527.5812919354771,5974.903618813676,5311.5877674135445,-3066.007548118409,-1566.6417640931497,-1968.7635362508227,-1842.3745136742673,409.66950243157834,-7133.278424592985,362.99828572033675,22043.60040697417,-16588.710719214738,-1153.9489493674084,-10993.756392485118,-420.99031200403766,1960.1696442754449,5716.601041618591,-2511.930341034457,144.98777289378233,-2108.052745075074,21319.999999263273,21319.996288589555
Streptococcus pyogenes MGAS315,-2489.326371606283,13141.998696912964,-2761.3210096880503,-1218.2529903881443,-77.06888645346315,2256.4768313424106,1703.034938722551,416.51366659354613,-1728.0253010242202,-2579.264512922891,16412.071823043072,12024.024661092522,-1066.3108525982595,-1278.004892081023,7241.079980292489,5095.021947055379,-2766.960717700781,-680.0058704476209,19375.969130607253,2655.431085511573,-2326.9859752671637,101.00477073716576,375.51311887085114,-543.0021122564482,-4660.007542664901,1623.9715924230634,917.030125191357,-4989.490510057223,-237.79387614636298,690.3554741227873,976.2117257670302,-684.6217584024529,-5692.3171788749805,-1565.233840808081,-3470.3275497202153,20.14716954090835,1038.9913210470295,-5044.62173855156,11865.051854835077,-215.0228301917972,-842.0151998774336,-1363.0227137372624,-354.68009724312475,-3629.7160217261503,-4168.035613018298,-1151.983102200271,-16770.80967390741,-1717.4987936610446,11733.037244641493,-3201.518574010706,21431.82847794691,9450.017315798143,1329.037880479178,2041.9303607198776,-1890.6164455950907,-1912.9336191282866,4171.631788753975,4632.617364807449,-1404.866492976761,-614.0247298297494,1721.0186686313525,-1598.6832331471273,7267.4017008737965,-180.01268888219633,1981.097346364318,13796.905220999159,14401.017551664056,-8308.555996861429,-7923.207780448563,-2833.977486826401,83.98595062452188,1537.2139610638646,-4613.40569201946,-2522.5096548990014,-5498.057414575787,14219.807983348986,-3171.6904855643584,-771.7850006509916,-527.8972179959369,5976.020022693841,5312.284886296488,-3066.0208148129855,-1567.6136811750189,-1969.7287424604247,-1841.3211521068322,409.1351146693111,-7134.27789541578,363.0051563908001,22043.59378220787,-16588.734160976997,-1153.9572196217305,-10993.655284760298,-421.99884230571234,1959.2460105391644,5716.422586455802,-2510.9011765513824,144.92456000247844,-2109.045141275503,21319.996288589555,-4171.001998410105
